Tahun,Kode_Reporter,Negara_Reporter,Kode_Mitra,Negara_Mitra,Kode_Arus,Arus_Perdagangan,Kode_HS,Nama_Barang,Satuan_Kuantitas,Kuantitas,Berat_Bersih_Kg,Nilai_Impor_USD,Dilaporkan_Langsung
2024,360,Indonesia,156,China,M,Import,401310,"Rubber; inner tubes, of a kind used on motorcars (including station wagons and racing cars), buses and lorries",N/A,0.0,19078.0,44223.0,True
2024,360,Indonesia,156,China,M,Import,848210,Ball bearings,N/A,0.0,3828.0,41618.0,True
2024,360,Indonesia,156,China,M,Import,846490,"Machine-tools; for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass, (other than sawing, grinding or polishing machines)",N/A,0.0,3347.0,38500.0,True
2024,360,Indonesia,156,China,M,Import,848340,"Gears and gearing; (not toothed wheels, chain sprockets and other transmission elements presented separately); ball or roller screws; gear boxes and other speed changers, including torque converters",N/A,0.0,6700.0,34600.0,True
2024,360,Indonesia,156,China,M,Import,852190,Video recording or reproducing apparatus; other than magnetic tape-type,N/A,0.0,349.0,33488.0,True
2024,360,Indonesia,156,China,M,Import,845951,"Machine-tools; for milling by removing metal, knee-type, numerically controlled",N/A,0.0,4594.0,26995.0,True
2024,360,Indonesia,156,China,M,Import,847740,"Machinery; vacuum moulding machines and other thermoforming machines, for working rubber or plastics or for the manufacture of products from these materials",N/A,0.0,4634.0,26804.0,True
2024,360,Indonesia,156,China,M,Import,850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)",N/A,0.0,564.0,26025.0,True
2024,360,Indonesia,156,China,M,Import,851230,"Sound signalling equipment; electrical, used on cycles or motor vehicles (excluding articles of heading no. 8539)",N/A,0.0,1332.0,22373.0,True
2024,360,Indonesia,156,China,M,Import,852589,Television cameras; n.e.c. in item no 8525.8,N/A,0.0,697.0,21924.0,True
2024,360,Indonesia,156,China,M,Import,850131,"Electric motors and generators; DC, of an output not exceeding 750W",N/A,0.0,1814.0,19713.0,True
2024,360,Indonesia,156,China,M,Import,842839,"Elevators and conveyors; continuous-action, for goods or materials, n.e.c. in item no. 8428.20, 8428.31, 8428.32 or 8428.33",N/A,0.0,3554.0,18598.0,True
2024,360,Indonesia,156,China,M,Import,732182,"Domestic appliances; non-electric, (other than cookers and plate warmers), for liquid fuel, of iron or steel",N/A,0.0,15753.0,18037.0,True
2024,360,Indonesia,156,China,M,Import,848250,"Bearings; cylindrical roller bearings, including cage and roller assemblies n.e.c. in heading no. 8482",N/A,0.0,4304.0,17563.0,True
2024,360,Indonesia,156,China,M,Import,700312,"Glass; cast glass and rolled glass, non-wired sheets, coloured through the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer",N/A,0.0,7357.0,16920.0,True
2024,360,Indonesia,156,China,M,Import,844630,"Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttleless type",N/A,0.0,3995.0,16506.0,True
2024,360,Indonesia,156,China,M,Import,842890,"Lifting, handling, loading or unloading machinery; n.e.c. in heading no. 8425, 8426, 8427 or 8428",N/A,0.0,101.0,16126.0,True
2024,360,Indonesia,156,China,M,Import,852110,Video recording or reproducing apparatus; magnetic tape-type,N/A,0.0,3493.0,15553.0,True
2024,360,Indonesia,156,China,M,Import,845229,Sewing machines; not household or automatic unit type,N/A,0.0,470.0,15134.0,True
2024,360,Indonesia,156,China,M,Import,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",N/A,0.0,475.0,14836.0,True
2024,360,Indonesia,156,China,M,Import,852692,Radio remote control apparatus,N/A,0.0,74.0,14561.0,True
2024,360,Indonesia,156,China,M,Import,841480,"Pumps and compressors; for air, vacuum or gas, n.e.c. in heading no. 8414",N/A,0.0,558.0,14348.0,True
2024,360,Indonesia,156,China,M,Import,842240,Machinery; for packing or wrapping,N/A,0.0,2251.0,13899.0,True
2024,360,Indonesia,156,China,M,Import,850110,Electric motors; of an output not exceeding 37.5W,N/A,0.0,2372.0,13676.0,True
2024,360,Indonesia,156,China,M,Import,851711,Line telephone sets with cordless handsets,N/A,0.0,269.0,12660.0,True
2024,360,Indonesia,156,China,M,Import,850440,Electrical static converters,N/A,0.0,1157.0,12327.0,True
2024,360,Indonesia,156,China,M,Import,841459,Fans; n.e.c. in item no. 8414.51,N/A,0.0,460.0,12319.0,True
2024,360,Indonesia,156,China,M,Import,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",N/A,0.0,521.0,12261.0,True
2024,360,Indonesia,156,China,M,Import,851762,"Communication apparatus (excluding telephone sets or base stations); machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",N/A,0.0,408.0,11244.0,True
2024,360,Indonesia,156,China,M,Import,842810,Lifts and skip hoists,N/A,0.0,4665.0,11150.0,True
2024,360,Indonesia,156,China,M,Import,845221,"Sewing machines; (not household type), automatic units",N/A,0.0,142.0,9404.0,True
2024,360,Indonesia,156,China,M,Import,960860,"Pens; ball-point, refills comprising the ball point and ink-reservoir",N/A,0.0,1995.0,9304.0,True
2024,360,Indonesia,156,China,M,Import,842860,"Teleferics, chair-lifts, ski-draglines, traction mechanisms for funiculars",N/A,0.0,508.0,9072.0,True
2024,360,Indonesia,156,China,M,Import,846039,"Machine-tools; sharpening (tool or cutter grinding) machines, other than numerically controlled",N/A,0.0,1411.0,8712.0,True
2024,360,Indonesia,156,China,M,Import,902620,Instruments and apparatus; for measuring or checking pressure,N/A,0.0,268.0,8598.0,True
2024,360,Indonesia,156,China,M,Import,854081,Valves and tubes; receiver or amplifier,N/A,0.0,1437.0,8430.0,True
2024,360,Indonesia,156,China,M,Import,850610,"Cells and batteries; primary, manganese dioxide",N/A,0.0,2120.0,8386.0,True
2024,360,Indonesia,156,China,M,Import,847160,"Units of automatic data processing machines; input or output units, whether or not containing storage units in the same housing",N/A,0.0,497.0,8212.0,True
2024,360,Indonesia,156,China,M,Import,852349,"Optical media; recorded, excluding products of Chapter 37",N/A,0.0,973.0,8199.0,True
2024,360,Indonesia,156,China,M,Import,910229,"Wrist-watches; whether or not incorporating a stop-watch facility, with other than automatic winding",N/A,0.0,173.0,8077.0,True
2024,360,Indonesia,156,China,M,Import,910310,"Clocks; with watch movements, electrically operated, excluding clocks of heading no. 9104",N/A,0.0,6948.0,8071.0,True
2024,360,Indonesia,156,China,M,Import,901720,"Drawing, marking-out or mathematical calculating instruments",N/A,0.0,160.0,7951.0,True
2024,360,Indonesia,156,China,M,Import,852321,"Magnetic media; cards incorporating a magnetic stripe, whether or not recorded, excluding products of Chapter 37",N/A,0.0,1016.0,7799.0,True
2024,360,Indonesia,156,China,M,Import,280410,Hydrogen,N/A,0.0,204.0,7571.0,True
2024,360,Indonesia,156,China,M,Import,851830,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",N/A,0.0,569.0,6762.0,True
2024,360,Indonesia,156,China,M,Import,841381,Pumps and liquid elevators; n.e.c. in heading no. 8413,N/A,0.0,1531.0,6306.0,True
2024,360,Indonesia,156,China,M,Import,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",N/A,0.0,938.0,6305.0,True
2024,360,Indonesia,156,China,M,Import,844314,"Printing machinery; letterpress, reel-fed, excluding flexographic printing",N/A,0.0,628.0,5706.0,True
2024,360,Indonesia,156,China,M,Import,852351,"Semiconductor media; solid-state non-volatile storage devices, whether or not recorded, excluding products of Chapter 37",N/A,0.0,177.0,5566.0,True
2024,360,Indonesia,156,China,M,Import,848280,"Bearings; n.e.c. in heading no. 8482, including combined ball/roller",N/A,0.0,324.0,5315.0,True
2024,360,Indonesia,156,China,M,Import,847170,Units of automatic data processing machines; storage units,N/A,0.0,170.0,5231.0,True
2024,360,Indonesia,156,China,M,Import,854370,"Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543",N/A,0.0,260.0,5171.0,True
2024,360,Indonesia,156,China,M,Import,841939,"Dryers; for products n.e.c. in heading no. 8419, not used for domestic purposes",N/A,0.0,51.0,4880.0,True
2024,360,Indonesia,156,China,M,Import,590490,"Textiles floor coverings; consisting of a coating or covering applied on a textile backing, whether or not cut to shape, other than linoleum",N/A,0.0,757.0,4788.0,True
2024,360,Indonesia,156,China,M,Import,650610,"Headgear; safety, whether or not lined or trimmed",N/A,0.0,134.0,4393.0,True
2024,360,Indonesia,156,China,M,Import,851829,Loudspeakers; not mounted in their enclosures,N/A,0.0,163.0,4078.0,True
2024,360,Indonesia,156,China,M,Import,841121,Turbo-propellers; of a power not exceeding 1100kW,N/A,0.0,1396.0,4020.0,True
2024,360,Indonesia,156,China,M,Import,842790,"Fork-lift and other works trucks; fitted with lifting or handling equipment, not self-propelled",N/A,0.0,1047.0,3979.0,True
2024,360,Indonesia,156,China,M,Import,853922,"Lamps; filament, (excluding ultra-violet or infra-red), of a power not exceeding 200W and for a voltage exceeding 100 volts, other than tungsten halogen",N/A,0.0,155.0,3955.0,True
2024,360,Indonesia,156,China,M,Import,853110,"Signalling apparatus; electric, sound or visual, burglar or fire alarms and similar, other than those of heading no. 8512 or 8530",N/A,0.0,441.0,3876.0,True
2024,360,Indonesia,156,China,M,Import,902580,"Hydrometers and similar floating instruments, barometers, hygrometers, psychrometers, thermometers, pyrometers; recording or not, any combination of these instruments (excluding thermometers and barometers not combined with other instruments)",N/A,0.0,137.0,3765.0,True
2024,360,Indonesia,156,China,M,Import,570310,"Carpets and other textile floor coverings (including turf); tufted, of wool or fine animal hair, whether or not made up",N/A,0.0,1778.0,3634.0,True
2024,360,Indonesia,156,China,M,Import,930400,"Firearms; (e.g. spring, air or gas guns and pistols, truncheons), excluding those of heading no. 9307",N/A,0.0,81.0,3363.0,True
2024,360,Indonesia,156,China,M,Import,852499,"Flat panel display modules, whether or not incorporating touch-sensitive screens; of other than liquid crystals or organic light-emitting diodes (OLED), with drivers or control circuits",N/A,0.0,106.0,3334.0,True
2024,360,Indonesia,156,China,M,Import,846719,"Tools; for working in the hand, pneumatic, other than rotary type",N/A,0.0,856.0,3113.0,True
2024,360,Indonesia,156,China,M,Import,950790,"Fishing tackle n.e.c., butterfly nets, decoy birds (other than those of heading no. 9208 or 9705) and similar hunting or shooting requisites",N/A,0.0,117.0,3054.0,True
2024,360,Indonesia,156,China,M,Import,851220,"Lighting or visual signalling equipment; electrical, of a kind used on motor vehicles (excluding articles of heading no. 8539)",N/A,0.0,271.0,2920.0,True
2024,360,Indonesia,156,China,M,Import,852581,"Television cameras, digital cameras and video camera recorders; high-speed goods as specified in subheading note 1 to this chapter",N/A,0.0,129.0,2832.0,True
2024,360,Indonesia,156,China,M,Import,852359,"Semiconductor media; other than smart cards, whether or not recorded, excluding products of Chapter 37",N/A,0.0,9.0,2784.0,True
2024,360,Indonesia,156,China,M,Import,847982,"Machines; for mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring",N/A,0.0,707.0,2781.0,True
2024,360,Indonesia,156,China,M,Import,420229,"Cases and containers; handbags (whether or not with shoulder strap and including those without handle), of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",N/A,0.0,353.0,2736.0,True
2024,360,Indonesia,156,China,M,Import,841360,"Pumps; rotary positive displacement pumps, n.e.c. in heading no. 8413, for liquids",N/A,0.0,270.0,2693.0,True
2024,360,Indonesia,156,China,M,Import,845130,Ironing machines and presses (including fusing presses),N/A,0.0,180.0,2600.0,True
2024,360,Indonesia,156,China,M,Import,840810,"Engines; for marine propulsion, compression-ignition internal combustion piston engines (diesel or semi-diesel engines)",N/A,0.0,2201.0,2417.0,True
2024,360,Indonesia,156,China,M,Import,902519,"Thermometers and pyrometers; (other than liquid filled, for direct reading), not combined with other instruments",N/A,0.0,35.0,2356.0,True
2024,360,Indonesia,156,China,M,Import,853910,Lamps; sealed beam units,N/A,0.0,103.0,2299.0,True
2024,360,Indonesia,156,China,M,Import,920890,"Fairground and mechanical street organs, mechanical singing birds, musical saws and musical instruments n.e.c. in chapter 92; decoy calls of all kinds; whistles; call horns and other mouth-blown sound signalling instruments",N/A,0.0,80.0,2214.0,True
2024,360,Indonesia,156,China,M,Import,851850,Amplifier sets; electric sound,N/A,0.0,95.0,2017.0,True
2024,360,Indonesia,156,China,M,Import,851580,"Welding machines and apparatus; n.e.c. in heading no. 8515, whether or not capable of cutting",N/A,0.0,406.0,1971.0,True
2024,360,Indonesia,156,China,M,Import,610332,"Jackets and blazers; men's or boys', of cotton, knitted or crocheted",N/A,0.0,223.0,1969.0,True
2024,360,Indonesia,156,China,M,Import,420212,"Cases and containers; trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers, with outer surface of plastics or of textile materials",N/A,0.0,281.0,1928.0,True
2024,360,Indonesia,156,China,M,Import,842420,Spray guns and similar appliances,N/A,0.0,341.0,1914.0,True
2024,360,Indonesia,156,China,M,Import,821192,"Knives; having fixed cutting blades, (other than table knives), serrated or not, excluding knives and blades of heading no. 8208",N/A,0.0,321.0,1901.0,True
2024,360,Indonesia,156,China,M,Import,903180,"Instruments, appliances and machines; for measuring or checking n.e.c. in chapter 90",N/A,0.0,39.0,1842.0,True
2024,360,Indonesia,156,China,M,Import,620220,"Coats; women's or girls', overcoats, raincoats, car-coats, capes, cloaks anoraks (including ski-jackets) and similar articles, of wool or fine animal hair, other than those of heading no. 6204 (not knitted or crocheted)",N/A,0.0,93.0,1783.0,True
2024,360,Indonesia,156,China,M,Import,940360,"Furniture; wooden, other than for office, kitchen or bedroom use",N/A,0.0,182.0,1765.0,True
2024,360,Indonesia,156,China,M,Import,853120,"Signalling apparatus; electric, sound or visual, indicator panels incorporating liquid crystal devices (LCD) or light-emitting diodes (LED), excluding those of heading no. 8512 or 8530",N/A,0.0,137.0,1762.0,True
2024,360,Indonesia,156,China,M,Import,903289,"Regulating or controlling instruments and apparatus; automatic, other than hydraulic or pneumatic",N/A,0.0,110.0,1695.0,True
2024,360,Indonesia,156,China,M,Import,940159,"Seats; of cane, osier or similar materials, other than bamboo or rattan",N/A,0.0,705.0,1693.0,True
2024,360,Indonesia,156,China,M,Import,841950,Heat exchange units; not used for domestic purposes,N/A,0.0,319.0,1664.0,True
2024,360,Indonesia,156,China,M,Import,910219,"Wrist-watches; electrically operated, with or without a stop-watch, (other than those of heading no. 9101) without mechanical or opto-electronic display",N/A,0.0,1.0,1512.0,True
2024,360,Indonesia,156,China,M,Import,970121,"Paintings, drawings and pastels; executed entirely by hand, other than drawings of heading no. 4906, of an age exceeding 100 years",N/A,0.0,85.0,1443.0,True
2024,360,Indonesia,156,China,M,Import,851821,"Loudspeakers; single, mounted in their enclosures",N/A,0.0,82.0,1425.0,True
2024,360,Indonesia,156,China,M,Import,847989,"Machines and mechanical appliances; having individual functions, n.e.c. or included in this chapter",N/A,0.0,244.0,1358.0,True
2024,360,Indonesia,156,China,M,Import,910299,"Pocket watches and other watches, including stop-watches; (excluding wrist-watches), other than those of heading no. 9101, other than electrically operated",N/A,0.0,40.0,1349.0,True
2024,360,Indonesia,156,China,M,Import,611710,"Shawls, scarves, mufflers, mantillas, veils and the like; knitted or crocheted",N/A,0.0,129.0,1324.0,True
2024,360,Indonesia,156,China,M,Import,850730,"Electric accumulators; nickel-cadmium, including separators, whether or not rectangular (including square)",N/A,0.0,16.0,1256.0,True
2024,360,Indonesia,156,China,M,Import,851671,"Electro-thermic appliances; coffee or tea makers, of a kind used for domestic purposes",N/A,0.0,32.0,1211.0,True
2024,360,Indonesia,156,China,M,Import,841430,Compressors; of a kind used in refrigerating equipment,N/A,0.0,75.0,1196.0,True
2024,360,Indonesia,156,China,M,Import,420221,"Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather",N/A,0.0,64.0,1192.0,True
2024,360,Indonesia,156,China,M,Import,960810,Pens; ball point,N/A,0.0,167.0,1152.0,True
2024,360,Indonesia,156,China,M,Import,842519,Pulley tackle and hoists; not powered by an electric motor (excluding skip hoists or hoists of a kind used for raising vehicles),N/A,0.0,92.0,1145.0,True
2024,360,Indonesia,156,China,M,Import,847759,"Machinery; for moulding or forming, for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter",N/A,0.0,186.0,1134.0,True
2024,360,Indonesia,156,China,M,Import,960330,"Brushes; artists' brushes, writing brushes and similar brushes for the application of cosmetics",N/A,0.0,103.0,1069.0,True
2024,360,Indonesia,156,China,M,Import,851310,"Lamps; portable, electric, designed to function by their own source of energy (excluding lighting equipment of heading no. 8512)",N/A,0.0,65.0,998.0,True
2024,360,Indonesia,156,China,M,Import,570190,"Carpets and other textile floor coverings; knotted, of textile materials (other than wool or fine animal hair), whether or not made up",N/A,0.0,150.0,978.0,True
2024,360,Indonesia,156,China,M,Import,621490,"Shawls, scarves, mufflers, mantillas, veils and the like; of textile materials n.e.c. in heading no. 6214 (not knitted or crocheted)",N/A,0.0,61.0,956.0,True
2024,360,Indonesia,156,China,M,Import,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",N/A,0.0,1.0,902.0,True
2024,360,Indonesia,156,China,M,Import,847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",N/A,0.0,38.0,896.0,True
2024,360,Indonesia,156,China,M,Import,901849,Dental instruments and appliances; other than dental drill engines,N/A,0.0,28.0,883.0,True
2024,360,Indonesia,156,China,M,Import,420219,"Cases and containers; trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",N/A,0.0,237.0,858.0,True
2024,360,Indonesia,156,China,M,Import,901180,"Microscopes, compound optical; (other than stereoscopic and microscopes for photomicrography, cinephotomicrography or microprojection)",N/A,0.0,66.0,842.0,True
2024,360,Indonesia,156,China,M,Import,852380,"Media n.e.c. in heading 8523, whether or not recorded, excluding products of Chapter 37",N/A,0.0,49.0,839.0,True
2024,360,Indonesia,156,China,M,Import,841330,"Pumps; fuel, lubricating or cooling medium pumps for internal combustion piston engines",N/A,0.0,18.0,823.0,True
2024,360,Indonesia,156,China,M,Import,901890,"Medical, surgical or dental instruments and appliances; n.e.c. in heading no. 9018",N/A,0.0,38.0,791.0,True
2024,360,Indonesia,156,China,M,Import,611090,"Jerseys, pullovers, cardigans, waistcoats and similar articles; of textile materials (other than wool or fine animal hair, cotton or man-made fibres), knitted or crocheted",N/A,0.0,121.0,787.0,True
2024,360,Indonesia,156,China,M,Import,960390,"Brooms, brushes, mops, feather dusters, squeegees, hand operated mechanical floor sweepers; (not motorised), prepared knots and tufts for brooms or brush making n.e.c.",N/A,0.0,80.0,755.0,True
2024,360,Indonesia,156,China,M,Import,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",N/A,0.0,63.0,752.0,True
2024,360,Indonesia,156,China,M,Import,852719,Radio broadcast receivers capable of operating without an external power source; n.e.c. in item no. 8527.1,N/A,0.0,13.0,740.0,True
2024,360,Indonesia,156,China,M,Import,920590,"Musical instruments; wind, other than brass, (eg. clarinet, bagpipes, pipe organs), other than fairground organs and mechanical street organs",N/A,0.0,23.0,739.0,True
2024,360,Indonesia,156,China,M,Import,851810,Microphones and stands therefor,N/A,0.0,60.0,729.0,True
2024,360,Indonesia,156,China,M,Import,852550,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating sound recording or reproducing apparatus, not incorporating reception apparatus",N/A,0.0,14.0,716.0,True
2024,360,Indonesia,156,China,M,Import,851539,"Welding machines and apparatus; for arc (including plasma arc) welding of metals, other than fully or partly automatic, whether or not capable of cutting",N/A,0.0,1.0,713.0,True
2024,360,Indonesia,156,China,M,Import,291211,"Aldehydes; acyclic, without other oxygen function, methanal (formaldehyde)",N/A,0.0,0.0,705.0,True
2024,360,Indonesia,156,China,M,Import,843280,Rollers; for lawns or sports-grounds,N/A,0.0,160.0,695.0,True
2024,360,Indonesia,156,China,M,Import,900580,"Monoculars; other optical telescopes and astronomical instruments, excluding instruments for radio-astronomy",N/A,0.0,35.0,657.0,True
2024,360,Indonesia,156,China,M,Import,970290,"Engravings, prints and lithographs; original of an age not exceeding 100 years",N/A,0.0,63.0,641.0,True
2024,360,Indonesia,156,China,M,Import,851439,"Furnaces and ovens; electric, for industrial or laboratory use, other than those functioning by induction, dielectric loss or resistance heated, other than electron beam, plasma or vacuum arc furnaces",N/A,0.0,60.0,619.0,True
2024,360,Indonesia,156,China,M,Import,903210,"Regulating or controlling instruments and apparatus; automatic type, thermostats",N/A,0.0,21.0,605.0,True
2024,360,Indonesia,156,China,M,Import,071040,"Vegetables; sweetcorn, uncooked or cooked by steaming or boiling in water, frozen",N/A,0.0,0.0,598.0,True
2024,360,Indonesia,156,China,M,Import,950710,Fishing rods,N/A,0.0,33.0,589.0,True
2024,360,Indonesia,156,China,M,Import,842381,"Weighing machines; other than personal, conveyor or constant weight scales, having a maximum weighing capacity not exceeding 30kg (excluding balances of a sensitivity of 5cg or better)",N/A,0.0,139.0,568.0,True
2024,360,Indonesia,156,China,M,Import,847141,"Automatic data processing machines; comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined, n.e.c. in item no. 8471.30",N/A,0.0,9.0,559.0,True
2024,360,Indonesia,156,China,M,Import,850650,"Cells and batteries; primary, lithium",N/A,0.0,138.0,559.0,True
2024,360,Indonesia,156,China,M,Import,890400,Tugs and pusher craft,u,0.0,12.0,549.0,True
2024,360,Indonesia,156,China,M,Import,610449,"Dresses; women's or girls', of textile materials (other than wool or fine animal hair, cotton, synthetic or artificial fibres), knitted or crocheted",N/A,0.0,61.0,500.0,True
2024,360,Indonesia,156,China,M,Import,850152,"Electric motors; AC motors, multi-phase, of an output exceeding 750W but not exceeding 75kW",N/A,0.0,28.0,497.0,True
2024,360,Indonesia,156,China,M,Import,902910,"Meters and counters; revolution counters, production counters, taximeters, mileometers, pedometers and the like",N/A,0.0,22.0,495.0,True
2024,360,Indonesia,156,China,M,Import,920290,"Musical instruments; string, played other than with a bow (e.g. guitars and harps)",N/A,0.0,8.0,463.0,True
2024,360,Indonesia,156,China,M,Import,950730,Fishing reels,N/A,0.0,20.0,457.0,True
2024,360,Indonesia,156,China,M,Import,871495,"Cycles; parts thereof, saddles",N/A,0.0,57.0,447.0,True
2024,360,Indonesia,156,China,M,Import,846190,"Machine-tools; planing machines, and other machine-tools n.e.c. in heading no. 8461; working by removing metal, sinistered metal carbides or cerments.",N/A,0.0,8.0,447.0,True
2024,360,Indonesia,156,China,M,Import,854089,Valves and tubes; n.e.c. in heading no. 8540,N/A,0.0,1.0,440.0,True
2024,360,Indonesia,156,China,M,Import,901530,Surveying equipment; levels,N/A,0.0,43.0,438.0,True
2024,360,Indonesia,156,China,M,Import,281511,Sodium hydroxide (caustic soda); solid,N/A,0.0,0.0,420.0,True
2024,360,Indonesia,156,China,M,Import,853921,"Lamps; filament, (excluding ultra-violet or infra-red), tungsten halogen",N/A,0.0,7.0,414.0,True
2024,360,Indonesia,156,China,M,Import,853951,"Lamps; light-emitting diode (LED) light sources, light-emitting diode (LED) modules",N/A,0.0,372.0,409.0,True
2024,360,Indonesia,156,China,M,Import,950629,"Water sport equipment; water-skis, surf-boards and other water-sport equipment, excluding sailboards",N/A,0.0,30.0,407.0,True
2024,360,Indonesia,156,China,M,Import,854340,Electrical machines and apparatus; electronic cigarettes and similar personal electric vaporising devices,N/A,0.0,16.0,405.0,True
2024,360,Indonesia,156,China,M,Import,850980,"Electro-mechanical domestic appliances; with self-contained electric motor, other than vacuum cleaners of heading 85.08, n.e.c. in heading no. 8509",N/A,0.0,33.0,395.0,True
2024,360,Indonesia,156,China,M,Import,950490,"Games; articles for funfair, table or parlour games, including pintables, special tables for casino games, automatic bowling alley equipment, n.e.c. in heading 9504",N/A,0.0,52.0,394.0,True
2024,360,Indonesia,156,China,M,Import,840710,"Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines",N/A,0.0,1.0,394.0,True
2024,360,Indonesia,156,China,M,Import,853949,"Lamps; ultra-violet or infra-red lamps, (excluding arc-lamps)",N/A,0.0,8.0,388.0,True
2024,360,Indonesia,156,China,M,Import,420222,"Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of sheeting of plastics or of textile materials",N/A,0.0,112.0,379.0,True
2024,360,Indonesia,156,China,M,Import,851120,"Ignition or starting equipment; ignition magnetos, magneto-dynamos and magnetic flywheels, of a kind used for spark or compression-ignition internal combustion engines",N/A,0.0,12.0,377.0,True
2024,360,Indonesia,156,China,M,Import,903281,"Regulating or controlling instruments and apparatus; automatic, hydraulic or pneumatic",N/A,0.0,1.0,360.0,True
2024,360,Indonesia,156,China,M,Import,901120,"Microscopes, compound optical; for photomicrography, cinephotomicrography or microprojection",N/A,0.0,5.0,356.0,True
2024,360,Indonesia,156,China,M,Import,620449,"Dresses; women's or girls', of textile materials n.e.c. in item no. 6204.4 (not knitted or crocheted)",N/A,0.0,49.0,354.0,True
2024,360,Indonesia,156,China,M,Import,920600,"Musical instruments; percussion (e.g. drums, xylophones, cymbals, castanets, maracas)",N/A,0.0,18.0,354.0,True
2024,360,Indonesia,156,China,M,Import,850164,"Electric generators; AC generators, (alternators), other than photovoltaic generators, of an output exceeding 750kVA",N/A,0.0,1.0,352.0,True
2024,360,Indonesia,156,China,M,Import,900661,Photographic flashlight apparatus; discharge lamp (electronic),N/A,0.0,314.0,345.0,True
2024,360,Indonesia,156,China,M,Import,880220,"Aeroplanes and other aircraft, except unmanned; of an unladen weight not exceeding 2000kg",N/A,0.0,1.0,336.0,False
2024,360,Indonesia,156,China,M,Import,851680,"Resistors; electric heating, other than those of heading no. 8545",N/A,0.0,29.0,306.0,True
2024,360,Indonesia,156,China,M,Import,852862,Projectors; capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,N/A,0.0,9.0,303.0,True
2024,360,Indonesia,156,China,M,Import,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,N/A,0.0,18.0,287.0,True
2024,360,Indonesia,156,China,M,Import,844331,"Printing, copying, and facsimile machines; machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data processing machine or to a network",N/A,0.0,23.0,287.0,True
2024,360,Indonesia,156,China,M,Import,270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",N/A,0.0,0.0,285.0,True
2024,360,Indonesia,156,China,M,Import,920210,"Musical instruments; string, played with a bow (e.g. violins)",N/A,0.0,6.0,273.0,True
2024,360,Indonesia,156,China,M,Import,903089,"Instruments and apparatus; n.e.c. in heading no. 9030, without a recording device",N/A,0.0,26.0,268.0,True
2024,360,Indonesia,156,China,M,Import,910591,"Clocks; (excluding those with watch movements and instrument panel clocks), (other than alarm or wall clocks), electrically operated",N/A,0.0,12.0,250.0,True
2024,360,Indonesia,156,China,M,Import,852852,Monitors; other than cathode-ray tube; capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,N/A,0.0,18.0,243.0,True
2024,360,Indonesia,156,China,M,Import,900510,Binoculars,N/A,0.0,5.0,229.0,True
2024,360,Indonesia,156,China,M,Import,842489,"Mechanical appliances; for projecting, dispersing or spraying liquids or powders, for other than agricultural or horticultural use, whether or not hand-operated",N/A,0.0,10.0,227.0,True
2024,360,Indonesia,156,China,M,Import,420211,"Cases and containers; trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers, with outer surface of leather or of composition leather",N/A,0.0,40.0,214.0,True
2024,360,Indonesia,156,China,M,Import,846711,"Tools; for working in the hand, pneumatic, rotary type (including combined rotary-percussion)",N/A,0.0,7.0,190.0,True
2024,360,Indonesia,156,China,M,Import,900130,"Lenses, contact; unmounted, of any material, excluding elements of glass not optically worked",N/A,0.0,11.0,179.0,True
